Ticket,Ticket Name,Company Description,Currency,Price Today,Price Today (USD),Today's Price Date,52W Low Price,52W Low Date,Return (90D) %,Price Peak (5Y),Date Peak (5Y),Bottom Price After Peak (5Y),Bottom Date After Peak (5Y),Drawdown From Peak (5Y) %,Avg Volume (30D),Volatility (90D),Hit +30% From Bottom Date,Days Bottom → Hit30,Hit +30% From 52W Low Date,Days 52W Low → Hit30,180D Low Price,180D Low Date,Spike +30% Date,Spike +30% In Last 30D,Net Income LTM,Market Cap (USD),Cash Flow Yield,Net Debt (USD),EV at Low Date (USD),P/E at Low Date,Debt Years
DPLMF,Diploma plc/ADR,"Diploma PLC, together with its subsidiaries, supplies specialized technical products and services in the United Kingdom, Europe, North America, and internationally.",USD,72.05,72.05,2025-12-30,52.35,2025-04-29,-4.2,75.2,2025-08-20,72.05,2025-12-26,4.2,50,0.0043,,,2025-07-17,79.0,52.35,2025-04-29,2025-07-17,True,526600000,9710092288,0.0339,383200000,7458562210,38.27,1.51
BTI,British American Tobacco p.l.c.,British American Tobacco p. l.,USD,56.55,56.55,2025-12-30,33.24,2025-01-13,11.2,57.99,2025-12-10,55.71,2025-12-19,3.9,3361033,0.0113,,,2025-05-23,130.0,38.83,2025-05-14,2025-07-16,True,2168000000,118038675456,0.0797,30432001536,119416350831,29.0,3.2
BTAFF,British American Tobacco p.l.c.,British American Tobacco p. l.,USD,58.33,58.33,2025-12-30,33.14,2025-01-15,13.0,59.72,2025-12-15,56.31,2025-12-26,5.7,1753,0.0279,,,2025-05-02,107.0,38.6,2025-05-14,2025-07-14,True,2168000000,115764674560,0.0813,30432001536,117027456892,28.23,3.2
TCBX,"Third Coast Bancshares, Inc.","Third Coast Bancshares, Inc. operates as the bank holding company for Third Coast Bank that provides various commercial banking solutions to small and medium-sized businesses and professionals in the United States.",USD,38.35,38.35,2025-12-30,27.48,2025-04-10,2.6,41.46,2025-12-18,38.35,2025-12-30,7.5,63700,0.0177,,,2025-07-14,95.0,28.04,2025-04-14,2025-07-14,True,111155000,539267968,0.0693,9964000,399582000,9.72,0.25
WCPRF,WHITECAP RESOURCES INC.,"Whitecap Resources Inc. engages in the acquisition, development, and production of petroleum and natural gas properties and assets in Western Canada.",USD,8.49,8.49,2025-12-30,4.91,2025-04-08,11.3,8.57,2025-12-05,8.07,2025-12-19,5.8,453903,0.0153,,,2025-06-10,63.0,5.39,2025-05-05,2025-07-14,True,5154100000,9693711360,0.0619,3476199968,10233539794,7.38,5.86
CARE,"Carter Bankshares, Inc.","Carter Bankshares, Inc. operates as the bank holding company for Carter Bank & Trust that provides various retail and commercial banking products and insurance services in the United States.",USD,19.68,19.68,2025-12-30,13.86,2025-04-11,1.9,20.51,2025-12-18,19.68,2025-12-30,4.0,85220,0.019,,,2025-07-03,83.0,14.08,2025-04-14,2025-07-14,True,129615000,460424352,0.0557,68459000,387650275,13.96,2.2
VEON,VEON Ltd.,"VEON Ltd. , a digital operator, provides telecommunications and digital services to corporate and individual customers in Pakistan, Ukraine, Kazakhstan, Uzbekistan, and Bangladesh.",USD,52.91,52.91,2025-12-30,38.0,2025-04-07,0.2,62.72,2025-08-19,43.57,2025-11-07,30.5,93716,0.0295,,,2025-05-12,35.0,38.27,2025-06-13,2025-07-14,True,-1601000000,3587771136,0.1571,3115000064,5755461861,6.65,2.98
STN,STANTEC INC,"Stantec Inc. provides professional services in the areas of infrastructure and facilities to the public and private sectors in Canada, the United States, and internationally.",USD,95.34,95.34,2025-12-30,74.37,2025-02-03,-12.5,113.7,2025-10-28,92.03,2025-12-17,19.1,284903,0.0146,,,2025-05-15,101.0,84.93,2025-04-22,2025-07-11,False,1125700000,11093284864,0.0441,2346399904,12062160882,32.25,2.92
UAL,"United Airlines Holdings, Inc.","United Airlines Holdings, Inc.",USD,111.52,111.52,2025-12-30,56.15,2025-04-08,19.7,116.02,2025-12-22,111.45,2025-12-29,3.9,5324810,0.0267,,,2025-05-02,24.0,65.3,2025-04-21,2025-07-10,True,4540000000,37382025216,0.0796,17992998912,39133090582,9.05,4.85
CADE,Cadence Bank,Cadence Bank provides commercial banking and financial services in the United States.,USD,43.14,43.14,2025-12-30,25.83,2025-04-08,15.7,44.19,2025-12-22,43.14,2025-12-30,2.4,2250003,0.0203,,,2025-07-03,86.0,26.84,2025-04-14,2025-07-10,True,1724307000,8508640768,0.0821,404404992,5518532723,12.58,0.65
LECO,LINCOLN ELECTRIC HOLDINGS INC,"Lincoln Electric Holdings, Inc.",USD,243.37,243.37,2025-12-30,166.05,2025-04-08,4.9,252.69,2024-03-27,166.05,2025-04-08,34.3,324463,0.0153,2025-07-07,90.0,2025-07-07,90.0,171.09,2025-04-21,2025-07-10,True,1760160000,13851749376,0.0368,1001702016,10508085482,26.45,1.83
SKYW,SKYWEST INC,"SkyWest, Inc. , through its subsidiaries, engages in the operation of a regional airline in the United States.",USD,101.03,101.03,2025-12-30,79.41,2025-04-08,0.1,123.72,2025-08-26,92.53,2025-11-20,25.2,281300,0.02,,,2025-05-13,35.0,83.45,2025-04-21,2025-07-10,False,542167000,3985333760,0.0387,1716185984,5085751241,11.71,5.28
HWC,HANCOCK WHITNEY CORP,"Hancock Whitney Corporation operates as the financial holding company for Hancock Whitney Bank that provides traditional and online banking services to commercial, small business, and retail customers in the United States.",USD,64.4,64.4,2025-12-30,45.02,2025-04-04,3.8,66.22,2025-12-15,64.4,2025-12-30,2.7,731743,0.0195,,,2025-07-02,89.0,46.57,2025-04-14,2025-07-10,True,1840721000,5759100416,0.0918,837510016,4874389756,11.3,1.48
GTBIF,Green Thumb Industries Inc.,"Green Thumb Industries Inc. manufactures, distributes, markets, and sells of cannabis products for medical and adult-use in the United States.",USD,8.06,8.06,2025-12-30,4.81,2025-06-23,-4.4,38.45,2021-02-10,4.81,2025-06-23,87.5,911223,0.0799,2025-07-10,17.0,2025-07-10,17.0,4.81,2025-06-23,2025-07-10,True,196764000,1905208064,0.0641,291846976,1406694958,37.66,1.89
TKR,TIMKEN CO,"The Timken Company designs, manufactures, and sells engineered bearings and industrial motion products, and related services in the United States and internationally.",USD,85.81,85.81,2025-12-30,56.56,2025-04-08,14.7,90.65,2024-05-15,56.56,2025-04-08,37.6,645236,0.0174,2025-07-01,84.0,2025-07-01,84.0,59.37,2025-04-21,2025-07-10,True,1523300000,6310795776,0.0395,1790799904,5983369650,18.13,4.59
LAUR,"LAUREATE EDUCATION, INC.","Laureate Education, Inc. offers higher education programs and services to students through a network of universities and higher education institutions.",USD,33.94,33.94,2025-12-30,18.04,2025-01-10,8.6,34.35,2025-12-26,,,,1168010,0.0232,,,2025-07-02,173.0,18.65,2025-04-21,2025-07-09,True,666083000,5230132224,0.0568,197402992,2945837807,17.22,0.82
BYD,BOYD GAMING CORP,"Boyd Gaming Corporation, together with its subsidiaries, operates as a multi-jurisdictional gaming company in the United States and Canada.",USD,85.86,85.86,2025-12-30,60.39,2025-04-08,-1.1,87.2,2025-09-29,76.65,2025-10-29,12.1,819146,0.0162,,,2025-06-27,80.0,63.31,2025-04-21,2025-07-09,True,2301198000,7082671104,0.0521,2247792000,7358733298,12.37,5.45
USFD,US Foods Holding Corp.,"US Foods Holding Corp. , together with its subsidiaries, engages in marketing, sale, and distribution of fresh, frozen, and dry food and non-food products to foodservice customers in the United States.",USD,75.92,75.92,2025-12-30,60.47,2025-04-07,0.9,84.68,2025-08-06,70.05,2025-11-20,17.3,2169030,0.0151,,,2025-05-30,53.0,61.15,2025-04-21,2025-07-09,False,1429000000,16881116160,0.0358,5061000192,18830244915,41.85,5.17
CARG,"CarGurus, Inc.","CarGurus, Inc. operates an online automotive platform for buying and selling vehicles in the United States and internationally.",USD,38.15,38.15,2025-12-30,25.19,2025-04-08,1.6,48.45,2022-02-28,11.93,2022-12-07,75.4,832593,0.0192,2023-01-11,35.0,2025-05-12,34.0,26.24,2025-04-21,2025-07-09,True,251545000,3833428480,0.0625,14426992,2619014355,24.24,0.06
AZZ,AZZ INC,AZZ Inc. provides hot-dip galvanizing and coil coating solutions in North America.,USD,108.89,108.89,2025-12-30,75.12,2025-04-08,0.0,119.3,2025-09-11,97.64,2025-11-13,18.2,189600,0.0163,,,2025-07-02,85.0,77.15,2025-04-21,2025-07-09,True,261488000,3517880832,0.0309,565986024,2899016811,26.15,1.39
PTC,PTC INC.,"PTC Inc. operates as software company in the Americas, Europe, and the Asia Pacific.",USD,175.41,175.41,2025-12-30,136.74,2025-04-08,-13.3,216.53,2025-08-27,170.16,2025-11-24,21.4,847463,0.0163,,,2025-07-08,91.0,139.62,2025-04-21,2025-07-09,False,1668951000,20732635136,0.0338,1185452000,17862817618,44.9,1.38
IBP,"Installed Building Products, Inc.","Installed Building Products, Inc.",USD,264.47,264.47,2025-12-30,153.24,2025-05-21,8.0,284.69,2025-12-11,258.94,2025-12-17,9.0,291040,0.0221,,,2025-07-09,49.0,153.24,2025-05-21,2025-07-09,True,842500000,7388280832,0.0421,651999968,4805935341,22.96,2.14
MUR,MURPHY OIL CORP,"Murphy Oil Corporation, together with its subsidiaries, operates as an oil and gas exploration and production company in the United States, Canada, and internationally.",USD,31.62,31.62,2025-12-30,18.86,2025-04-08,8.0,45.42,2024-04-05,18.86,2025-04-08,58.5,2008036,0.0273,2025-06-13,66.0,2025-06-13,66.0,19.34,2025-04-15,2025-07-08,True,1960113000,4673269248,0.0862,1793043904,4664948861,10.94,4.42
PDS,PRECISION DRILLING Corp,"Precision Drilling Corporation, a drilling company, provides onshore drilling, completion, and production services to exploration and production companies in the oil and natural gas and geothermal industries in the United States, Canada, and inter...",USD,72.06,72.06,2025-12-30,38.04,2025-04-08,26.5,85.5,2023-01-20,38.04,2025-04-08,55.5,81130,0.0192,2025-06-10,63.0,2025-06-10,63.0,39.78,2025-05-07,2025-07-08,True,188760000,952963904,0.0993,715570984,1239826337,5.92,3.43
HVT-A,HAVERTY FURNITURE COMPANIES INC,"Haverty Furniture Companies, Inc.",USD,25.08,25.08,2025-12-30,16.25,2025-04-21,16.9,38.31,2021-06-07,16.25,2025-04-21,57.6,123,0.018,2025-07-08,78.0,2025-07-08,78.0,16.25,2025-04-21,2025-07-08,True,256436000,399935680,0.0675,81349000,374128213,17.32,2.08
UBER,"Uber Technologies, Inc","Uber Technologies, Inc. develops and operates proprietary technology applications in the United States, Canada, Latin America, Europe, the Middle East, Africa, and the Asia Pacific.",USD,82.12,82.12,2025-12-30,60.32,2024-12-31,-15.0,100.1,2025-10-06,79.14,2025-12-17,20.9,20161120,0.0209,,,2025-02-10,41.0,72.92,2025-04-21,2025-07-07,False,2106000000,182661808128,0.0388,4254000128,156322726163,13.49,0.49
NMIH,"NMI Holdings, Inc.","NMI Holdings, Inc. provides private mortgage guaranty insurance services in the United States.",USD,41.21,41.21,2025-12-30,32.79,2025-04-07,9.8,43.15,2025-07-03,35.35,2025-10-16,18.1,405500,0.0134,,,2025-07-01,85.0,33.06,2025-04-21,2025-07-03,False,1206248000,3140200448,0.0951,177010000,2741610514,9.11,0.46
VNT,Vontier Corp,Vontier Corporation provides mobility ecosystem solutions worldwide.,USD,37.85,37.85,2025-12-30,27.98,2025-04-08,-9.3,45.14,2024-03-28,27.98,2025-04-08,38.0,1126996,0.02,2025-05-12,34.0,2025-05-12,34.0,29.26,2025-04-21,2025-07-03,True,1613400000,5691959808,0.0573,1699800000,6001043955,14.19,4.1
ZION,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION /UT/","Zions Bancorporation, National Association provides various banking products and related services primarily in the states of Arizona, California, Colorado, Idaho, Nevada, New Mexico, Oregon, Texas, Utah, Washington, and Wyoming.",USD,58.7,58.7,2025-12-30,40.34,2025-04-04,4.8,64.25,2022-02-15,17.84,2023-05-04,72.2,1455303,0.0261,2023-05-17,13.0,2025-07-01,88.0,41.81,2025-04-14,2025-07-03,True,3500000000,8979527680,0.0995,1081999872,7415800456,10.56,1.13
NEU,NEWMARKET CORP,"NewMarket Corporation, through its subsidiaries, primarily engages in the manufacture and sale of petroleum additives.",USD,697.95,697.95,2025-12-30,474.89,2025-01-10,-16.5,869.61,2025-10-08,697.95,2025-12-30,19.7,102410,0.0201,,,2025-05-02,112.0,552.28,2025-04-16,2025-07-03,True,1321723000,6711518720,0.0633,759484968,6009563081,14.23,1.39
WTFC,WINTRUST FINANCIAL CORP,"Wintrust Financial Corporation, a financial holding company, provides community-oriented, personal, and commercial banking services in the United States.",USD,141.07,141.07,2025-12-30,94.01,2025-04-08,7.6,144.34,2025-12-22,141.07,2025-12-30,2.3,482550,0.0181,,,2025-06-26,79.0,99.77,2025-04-14,2025-07-03,True,2293504000,9913740288,0.0677,227565824,6991652782,12.42,0.2
FNB,FNB CORP/PA/,F. N.,USD,17.32,17.32,2025-12-30,11.22,2025-04-04,8.8,17.84,2025-12-22,17.32,2025-12-30,2.9,4455956,0.0175,,,2025-07-01,88.0,11.78,2025-04-14,2025-07-03,True,1794000000,6324517376,0.0437,1955000064,6286270994,12.85,3.52
UNTY,UNITY BANCORP INC /NJ/,"Unity Bancorp, Inc. operates as the bank holding company for Unity Bank that provides commercial and retail banking services.",USD,51.86,51.86,2025-12-30,38.38,2025-04-04,7.3,56.35,2025-12-18,51.86,2025-12-30,8.0,39383,0.0205,,,2025-07-02,89.0,39.48,2025-04-14,2025-07-03,True,155733000,532994080,0.1318,38313984,438285434,11.76,0.64
CPA,"Copa Holdings, S.A.","Copa Holdings, S. A.",USD,120.22,120.22,2025-12-30,81.9,2025-04-08,2.2,128.07,2025-10-14,113.11,2025-11-20,11.7,306790,0.0203,,,2025-05-27,49.0,85.75,2025-04-22,2025-07-03,True,1514109000,5360704000,0.1258,1182135040,4762382614,7.33,1.61
SFST,SOUTHERN FIRST BANCSHARES INC,"Southern First Bancshares, Inc.",USD,51.81,51.81,2025-12-30,30.61,2025-04-14,18.6,65.02,2022-01-07,21.33,2023-05-04,67.2,52233,0.0191,2023-06-07,34.0,2025-07-03,80.0,30.61,2025-04-14,2025-07-03,True,104782000,440168256,0.1232,5404000,256074713,16.41,0.18
ENVA,"Enova International, Inc.","Enova International, Inc. , a technology and analytics company, provides online financial services in the United States, Brazil, and internationally.",USD,159.46,159.46,2025-12-30,85.91,2025-04-04,42.1,164.85,2025-12-22,159.46,2025-12-30,3.3,257516,0.0264,,,2025-07-01,88.0,89.04,2025-04-21,2025-07-03,True,848288000,4103011840,0.1888,4076085952,6282264780,12.25,2.39
PFIS,PEOPLES FINANCIAL SERVICES CORP.,Peoples Financial Services Corp.,USD,49.01,49.01,2025-12-30,39.2,2025-04-10,3.3,55.31,2024-11-25,39.2,2025-04-10,29.1,27086,0.0173,2025-07-03,84.0,2025-07-03,84.0,39.33,2025-04-14,2025-07-03,True,117487000,490634656,0.0546,124402976,532282412,24.34,3.72
BDC,BELDEN INC.,Belden Inc. provides connection solutions to bring data infrastructure into alignment to unlock new possibilities for its customers.,USD,118.01,118.01,2025-12-30,86.99,2025-04-08,-0.3,133.44,2025-09-11,106.3,2025-11-20,20.3,279083,0.0171,,,2025-05-13,35.0,92.1,2025-04-21,2025-07-02,True,759780000,4555092992,0.0335,1092628000,4745973226,22.27,5.11
ADTN,"ADTRAN Holdings, Inc.","ADTRAN Holdings, Inc. provides networking and communications platforms, software, systems, and services in the United States, Germany, the United Kingdom, and internationally.",USD,8.85,8.85,2025-12-30,7.18,2025-04-21,-7.2,24.32,2022-08-19,4.38,2024-04-30,82.0,1312623,0.0435,2024-05-14,14.0,2025-07-02,72.0,7.18,2025-04-21,2025-07-02,False,-739415000,707424192,0.0514,150150000,725382830,,5.45
SBCF,SEACOAST BANKING CORP OF FLORIDA,Seacoast Banking Corporation of Florida operates as the bank holding company for Seacoast National Bank that provides integrated financial services to retail and commercial customers in Florida.,USD,31.41,31.41,2025-12-30,21.6,2025-04-10,3.6,35.94,2021-03-12,17.45,2023-05-04,51.4,728056,0.0184,2023-07-18,75.0,2025-07-01,82.0,21.85,2025-04-14,2025-07-02,True,455929000,3231263744,0.0435,696954048,2874608667,22.64,4.07
SBLK,Star Bulk Carriers Corp.,"Star Bulk Carriers Corp. , a shipping company, engages in the ocean transportation of dry bulk cargoes through the ownership and operation of dry bulk carrier vessels worldwide.",USD,19.26,19.26,2025-12-30,12.52,2025-04-08,3.4,24.28,2024-05-30,12.52,2025-04-08,48.4,1387910,0.0173,2025-05-15,37.0,2025-05-15,37.0,13.4,2025-04-16,2025-07-02,True,1724739000,2371983872,0.101,787311936,2336246021,12.47,3.31
MGA,MAGNA INTERNATIONAL INC,"Magna International Inc. manufactures and supplies vehicle engineering, contract, and automotive space.",USD,53.64,53.64,2025-12-30,30.08,2025-04-08,13.0,89.22,2021-06-04,30.08,2025-04-08,66.3,1402356,0.0191,2025-07-01,84.0,2025-07-01,84.0,31.38,2025-04-16,2025-07-02,True,4328000000,15818631168,0.0827,6151000064,15245582722,10.92,3.02
AMG,"AFFILIATED MANAGERS GROUP, INC.","Affiliated Managers Group, Inc.",USD,290.35,290.35,2025-12-30,143.33,2025-04-08,25.7,296.07,2025-12-26,,,,387480,0.0179,,,2025-06-24,77.0,153.41,2025-04-21,2025-07-02,True,2896100000,8731311104,0.1077,1982000128,6341262899,12.17,2.15
WFRD,Weatherford International plc,"Weatherford International plc, an energy services company, provides equipment and services for the drilling, evaluation, completion, production, and intervention of oil, geothermal, and natural gas wells worldwide.",USD,79.13,79.13,2025-12-30,38.64,2025-04-08,13.6,131.27,2024-07-16,38.64,2025-04-08,70.6,811883,0.0226,2025-06-10,63.0,2025-06-10,63.0,40.84,2025-04-30,2025-07-02,True,499000000,6408400384,0.1061,777000000,3750969192,8.62,2.03
FITB,FIFTH THIRD BANCORP,"Fifth Third Bancorp operates as the bank holding company for Fifth Third Bank, National Association that engages in the provision of a range of financial products and services in the United States.",USD,47.53,47.53,2025-12-30,32.73,2025-04-21,7.2,48.41,2025-12-26,,,,6483416,0.0166,,,2025-07-02,72.0,32.73,2025-04-21,2025-07-02,True,9879000000,32933496832,0.0704,14988000256,37014176025,12.9,5.31
ARES,Ares Management Corp,"Ares Management Corporation operates as an alternative asset manager in the United States, Europe, and Asia.",USD,163.23,163.23,2025-12-30,115.76,2025-04-04,6.6,192.89,2025-01-31,115.76,2025-04-04,40.0,4014430,0.0214,2025-04-25,21.0,2025-04-25,21.0,134.44,2025-04-21,2025-07-02,True,1514446000,57580023808,0.0639,11226323200,56137107121,130.96,2.5
ESI,Element Solutions Inc,"Element Solutions Inc operates as a specialty chemicals company in the United States, China, and internationally.",USD,25.27,25.27,2025-12-30,17.33,2025-04-08,-1.1,28.87,2024-11-25,17.33,2025-04-08,40.0,2490663,0.0231,2025-05-12,34.0,2025-05-12,34.0,17.82,2025-04-21,2025-07-02,True,752800000,6669517824,0.04,1042499968,5398498420,22.57,3.89
THFF,FIRST FINANCIAL CORP /IN/,"First Financial Corporation, through its subsidiaries, provides various financial products and services in west-central Indiana, east-central Illinois, western Kentucky, central and eastern Tennessee, and northern Georgia.",USD,60.87,60.87,2025-12-30,41.94,2025-04-11,10.3,65.57,2025-12-18,60.87,2025-12-30,7.2,55073,0.0183,,,2025-07-02,82.0,42.27,2025-04-14,2025-07-02,True,232043000,742324416,0.07,273187016,783475806,11.76,3.76
OSBC,OLD SECOND BANCORP INC,"Old Second Bancorp, Inc. operates as the bank holding company for Old Second National Bank that provides community banking services in the United States.",USD,19.53,19.53,2025-12-30,14.29,2025-04-11,12.9,20.85,2025-12-18,19.53,2025-12-30,6.3,272086,0.0175,,,2025-07-02,82.0,14.41,2025-04-14,2025-07-02,True,264442000,1067605184,0.0899,169920008,937310586,12.4,1.77
CTVA,"Corteva, Inc.","Corteva, Inc. operates in the agriculture business.",USD,67.37,67.37,2025-12-30,55.1,2025-04-08,9.9,76.73,2025-07-03,60.84,2025-10-16,20.7,3604953,0.0128,,,2025-06-09,62.0,58.68,2025-04-21,2025-07-02,False,4548000000,47632076800,0.0421,1787000320,41935391595,461.48,0.67
CIVB,"CIVISTA BANCSHARES, INC.","Civista Bancshares, Inc. operates as the financial holding company for Civista Bank that provides community banking services in the United States.",USD,22.61,22.61,2025-12-30,18.0,2025-04-11,12.9,24.67,2025-07-03,19.03,2025-08-01,22.8,113553,0.0167,,,2025-07-02,82.0,18.47,2025-04-14,2025-07-02,True,154620000,468268192,0.0516,283480984,676021245,13.81,5.53
LCII,LCI INDUSTRIES,"LCI Industries, together with its subsidiaries, manufactures and supplies engineered components for the manufacturers of recreational vehicles (RVs) and adjacent industries in the United States and internationally.",USD,122.89,122.89,2025-12-30,72.56,2025-04-08,34.1,137.41,2021-12-06,72.56,2025-04-08,47.2,260320,0.0206,2025-07-02,85.0,2025-07-02,85.0,73.01,2025-04-16,2025-07-02,True,889775000,3138543872,0.0698,999816032,2830986697,19.36,3.23
HOV,HOVNANIAN ENTERPRISES INC,"Hovnanian Enterprises, Inc. , through its subsidiaries, designs, constructs, markets, and sells residential homes in the United States.",USD,99.87,99.87,2025-12-30,87.89,2025-05-22,-24.0,238.3,2024-08-22,87.89,2025-05-22,63.1,120863,0.0453,2025-07-02,41.0,2025-07-02,41.0,87.89,2025-05-22,2025-07-02,True,737254000,631995712,0.0521,778829984,1302010762,3.68,4.69
WBS,WEBSTER FINANCIAL CORP,"Webster Financial Corporation operates as the bank holding company for Webster Bank, National Association that provides various financial products and services to businesses, individuals, and families in the United States.",USD,63.53,63.53,2025-12-30,40.84,2025-04-04,8.4,64.94,2025-12-22,63.53,2025-12-30,2.2,1245250,0.0185,,,2025-06-10,67.0,42.49,2025-04-14,2025-07-01,True,2689694000,10926904320,0.1189,1197531904,8416766588,12.08,0.76
RNG,"RingCentral, Inc.","RingCentral, Inc. , together with its subsidiaries, provides cloud business communications, contact center, video, and hybrid event solutions in North America and internationally.",USD,29.35,29.35,2025-12-30,21.51,2025-04-08,4.4,443.29,2021-02-12,21.51,2025-04-08,95.1,1216403,0.0234,2025-05-12,34.0,2025-05-12,34.0,22.12,2025-04-21,2025-07-01,True,-1478944000,2508645632,0.1124,1152900992,3067712583,,2.23
PUKPF,PRUDENTIAL PLC,"Prudential plc, through its subsidiaries, provides life and health insurance, and asset management solutions to individuals in Asia and Africa.",USD,12.45,12.45,2025-12-30,7.33,2025-01-10,-4.2,21.06,2021-05-10,7.18,2024-11-13,65.9,23,0.0288,2025-03-25,132.0,2025-04-25,105.0,9.45,2025-04-14,2025-07-01,True,937000000,40938459136,0.1116,355000320,31428768940,13.6,0.1
AA,Alcoa Corp,"Alcoa Corporation, together with its subsidiaries, engages in the bauxite mining, alumina refining, aluminum production, and energy generation business in Australia, Brazil, Canada, Iceland, Norway, Spain, the United States, and internationally.",USD,54.38,54.38,2025-12-30,22.36,2025-04-08,61.1,91.1,2022-03-24,22.36,2025-04-08,75.5,5793656,0.0355,2025-05-14,36.0,2025-05-14,36.0,23.08,2025-04-21,2025-07-01,True,-285000000,15711347712,0.0316,1096000000,7129861748,7.18,2.11
ASB,ASSOCIATED BANC-CORP,"Associated Banc-Corp, a bank holding company, provides various banking and nonbanking products and services to individuals and businesses in Wisconsin, Illinois, Missouri, and Minnesota.",USD,25.93,25.93,2025-12-30,18.39,2025-04-08,2.4,27.14,2025-12-11,25.93,2025-12-30,4.5,1913103,0.0188,,,2025-06-26,79.0,18.96,2025-04-14,2025-07-01,True,1023217000,4450302464,0.0612,2944307072,6179532452,115.17,5.23
KMT,KENNAMETAL INC,"Kennametal Inc. engages in development and application of tungsten carbides, ceramics, and hard materials and solutions worldwide.",USD,28.65,28.65,2025-12-30,17.08,2025-04-08,37.1,36.67,2021-03-15,17.08,2025-04-08,53.4,752943,0.0246,2025-06-25,78.0,2025-06-25,78.0,18.09,2025-04-21,2025-07-01,True,465530000,2283195392,0.0781,538091992,1954511624,13.03,4.51
LEA,LEAR CORP,"Lear Corporation designs, develops, engineers, manufactures, assembles, and supplies automotive seating, and electrical distribution systems and related components for automotive original equipment manufacturers in North America, Europe, Africa, A...",USD,116.33,116.33,2025-12-30,73.47,2025-04-08,15.7,181.98,2021-06-03,73.47,2025-04-08,59.6,666460,0.0173,2025-07-01,84.0,2025-07-01,84.0,75.74,2025-04-16,2025-07-01,True,1780700000,6711949312,0.0462,2528099904,6652104364,13.54,3.44
CCSI,"Consensus Cloud Solutions, Inc.","Consensus Cloud Solutions, Inc.",USD,21.97,21.97,2025-12-30,18.19,2025-04-21,-23.8,66.09,2021-10-13,11.64,2024-04-30,82.4,179976,0.032,2024-05-09,9.0,2025-07-01,71.0,18.19,2025-04-21,2025-07-01,True,348445000,416416544,0.0839,493858968,839574025,5.73,4.86
ANNSF,Aena S.A./ADR,Aena S. M.,USD,27.88,27.88,2025-12-30,19.14,2025-01-13,3.0,33.52,2025-07-01,25.08,2025-07-07,25.2,4000,0.0151,,,2025-04-22,99.0,22.9,2025-04-14,2025-07-01,False,3991089000,43756498944,0.0503,5127458048,41095208597,13.75,2.6
HBAN,HUNTINGTON BANCSHARES INC /MD/,"Huntington Bancshares Incorporated operates as the bank holding company for The Huntington National Bank that provides commercial, consumer, and mortgage banking services in the United States.",USD,17.47,17.47,2025-12-30,12.15,2025-04-08,3.4,17.92,2025-12-22,17.47,2025-12-30,2.5,24607806,0.0163,,,2025-06-10,63.0,12.79,2025-04-14,2025-07-01,True,7424000000,29086613504,0.0723,4403000320,25111661168,13.16,1.54
IVZ,Invesco Ltd.,Invesco Ltd. is a publicly owned investment manager.,USD,26.46,26.46,2025-12-30,11.76,2025-04-08,15.6,27.34,2025-12-22,26.46,2025-12-30,3.2,4931346,0.0187,,,2025-06-26,79.0,12.07,2025-04-21,2025-07-01,True,3228400000,12607395840,0.0954,651500032,6208208673,9.06,0.49
FHN,FIRST HORIZON CORP,First Horizon Corporation operates as the bank holding company for First Horizon Bank that provides various financial services.,USD,23.92,23.92,2025-12-30,15.88,2025-04-04,7.7,24.61,2025-12-22,23.92,2025-12-30,2.8,5602170,0.0204,,,2025-06-27,84.0,16.26,2025-04-21,2025-07-01,True,3571000000,12566753280,0.0984,687000064,9115610833,14.0,1.81
VIV,TELEFONICA BRASIL S.A.,Telefônica Brasil S. A.,USD,11.97,11.97,2025-12-30,7.17,2024-12-30,-5.4,13.22,2025-11-28,11.6,2025-12-22,12.3,800090,0.0192,,,2025-04-24,115.0,8.54,2025-04-15,2025-06-30,True,20901714000,19728912384,0.2707,11315066368,25112514874,3.07,1.09
TDOC,"Teladoc Health, Inc.","Teladoc Health, Inc. provides virtual healthcare services worldwide.",USD,7.0,7.0,2025-12-30,6.51,2025-04-21,-10.3,294.54,2021-02-08,6.51,2025-04-21,97.8,4855830,0.0388,2025-06-30,70.0,2025-06-30,70.0,6.51,2025-04-21,2025-06-30,False,-15309937000,1350572672,0.0813,315820992,1471172899,,2.25
NKE,"NIKE, Inc.","NIKE, Inc. , together with its subsidiaries, designs, develops, markets, and sells athletic and casual footwear, apparel, equipment, accessories, and services for men, women, and kids in North America, Europe, the Middle East, Africa, Greater Chin...",USD,61.19,61.19,2025-12-30,52.31,2025-04-08,-17.0,166.25,2021-11-05,52.31,2025-04-08,68.5,19525700,0.0239,2025-06-27,80.0,2025-06-27,80.0,52.59,2025-04-16,2025-06-27,False,20035000000,96609820672,0.032,2936999936,82211529984,40.51,1.19
AXP,AMERICAN EXPRESS CO,"American Express Company, together with its subsidiaries, operates as integrated payments company in the United States, Europe, the Middle East and Africa, the Asia Pacific, Australia, New Zealand, Latin America, Canada, the Caribbean, and Interna...",USD,373.39,373.39,2025-12-30,230.22,2025-04-08,13.9,384.89,2025-12-11,373.39,2025-12-30,3.0,2552566,0.0162,,,2025-05-13,35.0,241.29,2025-04-21,2025-06-27,True,34077000000,266508992512,0.0419,6506999808,175265395098,23.24,0.34
