ticker,title,cik
RDGL,VIVOS INC,1449349
RDGMF,Ridgeline Minerals Corp,1820025
RDGT,Ridgetech Inc.,1856084
RDHL,RedHill Biopharma Ltd.,1553846
RDI,READING INTERNATIONAL INC,716634
RDIB,READING INTERNATIONAL INC,716634
RDN,RADIAN GROUP INC,890926
RDNT,"RadNet, Inc.",790526
RDNW,"RideNow Group, Inc.",1596961
RDPTF,Radiopharm Theranostics Ltd,1949257
RDVT,"Red Violet, Inc.",1720116
RDW,Redwire Corp,1819810
RDWQS,RIDGEWOOD ENERGY Q FUND LLC,1338474
RDWR,RADWARE LTD,1094366
RDY,DR REDDYS LABORATORIES LTD,1135951
RDZN,Roadzen Inc.,1868640
RDZNW,Roadzen Inc.,1868640
REAL,"TheRealReal, Inc.",1573221
REAX,Real Brokerage Inc,1862461
REBN,"Reborn Coffee, Inc.",1707910
RECCY,Reece Limited/ADR,2070570
RECT,Rectitude Holdings Ltd.,1995116
REDRF,RED CANYON RESOURCES LTD.,1898404
REE,REE Automotive Ltd.,1843588
REECF,Reece Limited/ADR,2070570
REED,"REED'S, INC.",1140215
REEMF,RARE ELEMENT RESOURCES LTD,1419806
REEUF,Cartesian Growth Corp II,1889112
REEWF,Cartesian Growth Corp II,1889112
REFI,"Chicago Atlantic Real Estate Finance, Inc.",1867949
REFR,RESEARCH FRONTIERS INC,793524
REG,REGENCY CENTERS CORP,910606
REGCO,REGENCY CENTERS CORP,910606
REGCP,REGENCY CENTERS CORP,910606
REGN,"REGENERON PHARMACEUTICALS, INC.",872589
REI,"RING ENERGY, INC.",1384195
REKR,"Rekor Systems, Inc.",1697851
RELI,"Reliance Global Group, Inc.",1812727
RELIW,"Reliance Global Group, Inc.",1812727
RELL,"RICHARDSON ELECTRONICS, LTD.",355948
RELX,RELX PLC,929869
RELY,"Remitly Global, Inc.",1782170
RENEF,Cartesian Growth Corp II,1889112
RENGY,"Rengo Co., Ltd./ADR",2092252
RENT,"Rent the Runway, Inc.",1468327
RENX,Safe & Green Development Corp,1959023
RENXF,Renalytix plc,1811115
REOS,ReoStar Energy CORP,1335288
REPL,"Replimune Group, Inc.",1737953
REPX,"Riley Exploration Permian, Inc.",1001614
RERE,ATRenew Inc.,1838957
RES,RPC INC,742278
RETO,"ReTo Eco-Solutions, Inc.",1687277
REVB,"REVELATION BIOSCIENCES, INC.",1810560
REVBW,"REVELATION BIOSCIENCES, INC.",1810560
REVFF,Gitennes Exploration Inc.,1002366
REVG,"REV Group, Inc.",1687221
REX,REX AMERICAN RESOURCES Corp,744187
REXR,"Rexford Industrial Realty, Inc.",1571283
REXR-PB,"Rexford Industrial Realty, Inc.",1571283
REXR-PC,"Rexford Industrial Realty, Inc.",1571283
REYN,Reynolds Consumer Products Inc.,1786431
REZI,"RESIDEO TECHNOLOGIES, INC.",1740332
RF,REGIONS FINANCIAL CORP,1281761
RF-PC,REGIONS FINANCIAL CORP,1281761
RF-PE,REGIONS FINANCIAL CORP,1281761
RF-PF,REGIONS FINANCIAL CORP,1281761
RFAI,RF Acquisition Corp II,2012807
RFAIR,RF Acquisition Corp II,2012807
RFAIU,RF Acquisition Corp II,2012807
RFI,COHEN & STEERS TOTAL RETURN REALTY FUND INC,891290
RFIL,R F INDUSTRIES LTD,740664
RFL,"Rafael Holdings, Inc.",1713863
RFM,"RiverNorth Flexible Municipal Income Fund, Inc.",1790177
RFMZ,"RiverNorth Flexible Municipal Income Fund II, Inc.",1817159
RGA,REINSURANCE GROUP OF AMERICA INC,898174
RGBP,Regen BioPharma Inc,1589150
RGBPP,Regen BioPharma Inc,1589150
RGC,Regencell Bioscience Holdings Ltd,1829667
RGCCF,Relevant Gold Corp.,1918151
RGCO,RGC RESOURCES INC,1069533
RGEN,REPLIGEN CORP,730272
RGGG,Regenique Group Ltd,2063022
RGIN,"Regenicin, Inc.",1412659
RGLD,ROYAL GOLD INC,85535
RGNT,REGENTIS BIOMATERIALS LTD.,1912966
RGNX,REGENXBIO Inc.,1590877
RGP,"RESOURCES CONNECTION, INC.",1084765
RGPX,"REGENEREX PHARMA, INC.",1357878
RGR,STURM RUGER & CO INC,95029
RGS,REGIS CORP,716643
RGT,"ROYCE GLOBAL TRUST, INC.",1514490
RGTI,"Rigetti Computing, Inc.",1838359
RGTIW,"Rigetti Computing, Inc.",1838359
RH,RH,1528849
RHEP,"REGIONAL HEALTH PROPERTIES, INC",1004724
RHEPA,"REGIONAL HEALTH PROPERTIES, INC",1004724
RHEPB,"REGIONAL HEALTH PROPERTIES, INC",1004724
RHEPZ,"REGIONAL HEALTH PROPERTIES, INC",1004724
RHI,ROBERT HALF INC.,315213
RHLD,"Resolute Holdings Management, Inc.",2039497
RHNO,RHINO BITCOIN INC.,1785493
RHP,"Ryman Hospitality Properties, Inc.",1040829
RIBB,Ribbon Acquisition Corp.,2035016
RIBBR,Ribbon Acquisition Corp.,2035016
RIBBU,Ribbon Acquisition Corp.,2035016
RICK,"RCI HOSPITALITY HOLDINGS, INC.",935419
RIG,Transocean Ltd.,1451505
RIGL,RIGEL PHARMACEUTICALS INC,1034842
RIKU,RIKU DINING GROUP Ltd,2058976
RILY,"B. Riley Financial, Inc.",1464790
RILYG,"B. Riley Financial, Inc.",1464790
RILYK,"B. Riley Financial, Inc.",1464790
RILYL,"B. Riley Financial, Inc.",1464790
RILYN,"B. Riley Financial, Inc.",1464790
RILYP,"B. Riley Financial, Inc.",1464790
RILYT,"B. Riley Financial, Inc.",1464790
RILYZ,"B. Riley Financial, Inc.",1464790
RIME,"Algorhythm Holdings, Inc.",923601
RIO,RIO TINTO PLC,863064
RIOFF,Rio2 Ltd,1743235
RIOT,"Riot Platforms, Inc.",1167419
RITE,MINERALRITE Corp,1096296
RITM,Rithm Capital Corp.,1556593
RITM-PA,Rithm Capital Corp.,1556593
RITM-PB,Rithm Capital Corp.,1556593
RITM-PC,Rithm Capital Corp.,1556593
RITM-PD,Rithm Capital Corp.,1556593
RITM-PE,Rithm Capital Corp.,1556593
RITR,Reitar Logtech Holdings Ltd,1951229
RIV,"RIVERNORTH OPPORTUNITIES FUND, INC.",1501072
RIV-PA,"RIVERNORTH OPPORTUNITIES FUND, INC.",1501072
RIVF,"Rivulet Entertainment, Inc.",1342936
RIVN,"Rivian Automotive, Inc. / DE",1874178
RJET,REPUBLIC AIRWAYS HOLDINGS INC.,810332
RJF,RAYMOND JAMES FINANCIAL INC,720005
RJF-PB,RAYMOND JAMES FINANCIAL INC,720005
RKDA,"Arcadia Biosciences, Inc.",1469443
RKFL,"ROCKETFUEL BLOCKCHAIN, INC.",823546
RKGRY,RENK Group AG/ADR,2093907
RKHNF,ROCKHAVEN RESOURCES LTD,1422532
RKLB,Rocket Lab Corp,1819994
RKLIF,RENTOKIL INITIAL PLC /FI,930157
RKT,"Rocket Companies, Inc.",1805284
RKWAF,Rockwool A/S/ADR,1969729
RKWBF,Rockwool A/S/ADR,1969729
RL,RALPH LAUREN CORP,1037038
RLAY,"Relay Therapeutics, Inc.",1812364
RLBY,RELIABILITY INC,34285
RLEA,Rubber Leaf Inc,1893657
RLFTF,Relief Therapeutics Holding SA,1854078
RLFTY,Relief Therapeutics Holding SA,1854078
RLGT,"RADIANT LOGISTICS, INC",1171155
RLI,RLI CORP,84246
RLJ,RLJ Lodging Trust,1511337
RLJ-PA,RLJ Lodging Trust,1511337
RLMD,"RELMADA THERAPEUTICS, INC.",1553643
RLNDF,RoyaLand Co Ltd.,1924064
RLTY,Cohen & Steers Real Estate Opportunities & Income Fund,1866874
RLX,RLX Technology Inc.,1828365
RLXXF,RELX PLC,929869
RLYB,Rallybio Corp,1739410
RLYGF,Riley Gold Corp.,1829538
RM,Regional Management Corp.,1519401
RMAX,"RE/MAX Holdings, Inc.",1581091
RMBI,"Richmond Mutual Bancorporation, Inc.",1767837
RMBS,RAMBUS INC,917273
RMCF,"Rocky Mountain Chocolate Factory, Inc.",1616262
RMCO,Royalty Management Holding Corp,1843656
RMCOW,Royalty Management Holding Corp,1843656
RMD,RESMED INC,943819
RMESF,"RED METAL RESOURCES, LTD.",1358654
RMHI,"Retrieve Medical Holdings, Inc.",1452804
RMI,"RiverNorth Opportunistic Municipal Income Fund, Inc.",1746967
RMIX,"Suncrete, Inc.",2094433
RMM,"RiverNorth Managed Duration Municipal Income Fund, Inc.",1771226
RMMZ,"RiverNorth Managed Duration Municipal Income Fund II, Inc.",1870833
RMNI,"Rimini Street, Inc.",1635282
RMR,RMR GROUP INC.,1644378
RMSG,Real Messenger Corp,1983324
RMSGW,Real Messenger Corp,1983324
RMSL,RemSleep Holdings Inc.,1412126
RMT,"ROYCE MICRO-CAP TRUST, INC.",912147
RMTG,Regenerative Medical Technology Group Inc.,1760026
RMTI,"ROCKWELL MEDICAL, INC.",1041024
RMXI,"RMX INDUSTRIES, INC.",1970743
RNA,"Avidity Biosciences, Inc.",1599901
RNAC,"Cartesian Therapeutics, Inc.",1453687
RNAZ,"Transcode Therapeutics, Inc.",1829635
RNBW,Rainbow Capital Holdings Ltd,2046919
RNG,"RingCentral, Inc.",1384905
RNGC,Ranger Gold Corp.,1434740
RNGE,"RANGE IMPACT, INC.",1438943
RNGOF,"Rengo Co., Ltd./ADR",2092252
RNGR,"Ranger Energy Services, Inc.",1699039
RNGT,Range Capital Acquisition Corp II,2078653
RNGTU,Range Capital Acquisition Corp II,2078653
RNGTW,Range Capital Acquisition Corp II,2078653
RNKGF,RENK Group AG/ADR,2093907
RNLXD,Renalytix plc,1811115
RNLXY,Renalytix plc,1811115
RNP,COHEN & STEERS REIT & PREFERRED & INCOME FUND INC,1224450
RNR,RENAISSANCERE HOLDINGS LTD,913144
RNR-PF,RENAISSANCERE HOLDINGS LTD,913144
RNR-PG,RENAISSANCERE HOLDINGS LTD,913144
RNST,RENASANT CORP,715072
RNTX,"Rein Therapeutics, Inc.",1420565
RNW,ReNew Energy Global plc,1848763
RNWWW,ReNew Energy Global plc,1848763
RNXT,"RenovoRx, Inc.",1574094
ROAD,"Construction Partners, Inc.",1718227
ROC,Rank One Computing Corp dba ROC,2077709
ROCK,"GIBRALTAR INDUSTRIES, INC.",912562
ROG,ROGERS CORP,84748
ROIV,Roivant Sciences Ltd.,1635088
ROK,"ROCKWELL AUTOMATION, INC",1024478
ROKU,"ROKU, INC",1428439
ROL,ROLLINS INC,84839
ROLR,"High Roller Technologies, Inc.",1947210
ROMA,Roma Green Finance Ltd,1945240
ROMJF,Rubicon Organics Inc.,1742195
RONE,"ReserveOne Holdings, Inc.",2078721
ROOT,"Root, Inc.",1788882
ROP,ROPER TECHNOLOGIES INC,882835
ROST,"ROSS STORES, INC.",745732
ROYL,"Royale Energy, Inc.",1694617
ROYMY,Royal Mail plc/ADR,1592438
RPAY,Repay Holdings Corp,1720592
RPD,"Rapid7, Inc.",1560327
RPDL,Rapid Line Inc.,1910975
RPGL,Republic Power Group Ltd,1912884
RPID,"RAPID MICRO BIOSYSTEMS, INC.",1380106
RPM,RPM INTERNATIONAL INC/DE/,110621
RPMT,"REGO PAYMENT ARCHITECTURES, INC.",1437283
RPRX,Royalty Pharma plc,1802768
RPT,Rithm Property Trust Inc.,1614806
RPT-PC,Rithm Property Trust Inc.,1614806
RPTX,Repare Therapeutics Inc.,1808158
RQI,COHEN & STEERS QUALITY INCOME REALTY FUND INC,1157842
RR,RICHTECH ROBOTICS INC.,1963685
RRBI,RED RIVER BANCSHARES INC,1071236
RRC,RANGE RESOURCES CORP,315852
RRGB,RED ROBIN GOURMET BURGERS INC,1171759
RRR,"Red Rock Resorts, Inc.",1653653
RRX,REGAL REXNORD CORP,82811
RS,"RELIANCE, INC.",861884
RSCF,"REFLECT SCIENTIFIC, INC.",1103090
RSF,"RiverNorth Capital & Income Fund, Inc.",1644771
RSG,"REPUBLIC SERVICES, INC.",1060391
RSHGY,RESONA HOLDINGS INC,1447391
RSHL,Rise Smart Group Holdings Ltd,1984192
RSI,"Rush Street Interactive, Inc.",1793659
RSKD,RISKIFIED LTD.,1851112
RSKIA,"GEORGE RISK INDUSTRIES, INC.",84112
RSMDF,RESMED INC,943819
RSMXF,Regency Silver Corp.,1858994
RSNHF,RESONA HOLDINGS INC,1447391
RSRBF,Robex Resources Inc.,1974551
RSRV,RESERVE PETROLEUM CO,83350
RSSS,"Research Solutions, Inc.",1386301
RSTRF,Restaurant Brands International Limited Partnership,1618755
RSVR,"Reservoir Media, Inc.",1824403
RSVRW,"Reservoir Media, Inc.",1824403
RTAC,Renatus Tactical Acquisition Corp I,2035173
RTACU,Renatus Tactical Acquisition Corp I,2035173
RTACW,Renatus Tactical Acquisition Corp I,2035173
RTCJF,Baijiayun Group Ltd,1381074
RTEZ,REST EZ Inc.,1733861
RTGN,RetinalGenix Technologies Inc.,1836295
RTNTF,RIO TINTO LTD,887028
RTON,"Right On Brands, Inc.",1580262
RTPPF,RIO TINTO PLC,863064
RTSL,"Rapid Therapeutic Science Laboratories, Inc.",1575659
RTX,RTX Corp,101829
RUBI,Rubico Inc.,1943421
RUM,Rumble Inc.,1830081
RUMBW,Rumble Inc.,1830081
RUN,Sunrun Inc.,1469367
RUPRF,RUPERT RESOURCES LTD,1010000
RUSHA,RUSH ENTERPRISES INC \TX\,1012019
RUSHB,RUSH ENTERPRISES INC \TX\,1012019
RVI,Robinhood Ventures Fund I,2085091
RVLGF,Revival Gold Inc.,1616885
RVLV,"Revolve Group, Inc.",1746618
RVMD,"Revolution Medicines, Inc.",1628171
RVMDW,"Revolution Medicines, Inc.",1628171
RVP,RETRACTABLE TECHNOLOGIES INC,946563
RVPH,"REVIVA PHARMACEUTICALS HOLDINGS, INC.",1742927
RVRC,Revium Rx.,1839140
RVRF,River Financial Corp,1641601
RVSB,RIVERVIEW BANCORP INC,1041368
RVSN,Rail Vision Ltd.,1743905
RVSNW,Rail Vision Ltd.,1743905
RVT,"ROYCE SMALL-CAP TRUST, INC.",804116
RVTY,"REVVITY, INC.",31791
RVYL,RYVYL Inc.,1419275
RWAY,Runway Growth Finance Corp.,1653384
RWAYL,Runway Growth Finance Corp.,1653384
RWAYZ,Runway Growth Finance Corp.,1653384
RWT,REDWOOD TRUST INC,930236
RWT-PA,REDWOOD TRUST INC,930236
RWTN,REDWOOD TRUST INC,930236
RWTO,REDWOOD TRUST INC,930236
RWTP,REDWOOD TRUST INC,930236
RWTQ,REDWOOD TRUST INC,930236
RXO,"RXO, Inc.",1929561
RXRX,"RECURSION PHARMACEUTICALS, INC.",1601830
RXST,"RxSight, Inc.",1111485
RXT,"Rackspace Technology, Inc.",1810019
RY,ROYAL BANK OF CANADA,1000275
RYAAY,RYANAIR HOLDINGS PLC,1038683
RYAM,RAYONIER ADVANCED MATERIALS INC.,1597672
RYAN,"RYAN SPECIALTY HOLDINGS, INC.",1849253
RYAOF,RYANAIR HOLDINGS PLC,1038683
RYDAF,Shell plc,1306965
RYDE,Ryde Group Ltd,1971115
RYES,Rise Gold Corp.,1424864
RYET,Ruanyun Edai Technology Inc.,1873454
RYI,Ryerson Holding Corp,1481582
RYKKF,Ryohin Keikaku Co/ADR,1592049
RYLBF,ROYAL BANK OF CANADA,1000275
RYLPF,KONINKLIJKE PHILIPS NV,313216
RYM,"RYTHM, Inc.",1800637
RYN,RAYONIER INC,52827
RYOJ,"rYojbaba Co., Ltd.",2012600
RYTM,"RHYTHM PHARMACEUTICALS, INC.",1649904
RZB,REINSURANCE GROUP OF AMERICA INC,898174
RZC,REINSURANCE GROUP OF AMERICA INC,898174
RZLT,"Rezolute, Inc.",1509261
RZLV,REZOLVE AI PLC,1920294
RZLVW,REZOLVE AI PLC,1920294
S,"SentinelOne, Inc.",1583708
SA,SEABRIDGE GOLD INC,1231346
SAABF,Saab AB/ADR,1770114
SABA,Saba Capital Income & Opportunities Fund II,828803
SABOF,Sabio Holdings Inc.,1896752
SABR,Sabre Corp,1597033
SABS,"SAB Biotherapeutics, Inc.",1833214
SABSW,"SAB Biotherapeutics, Inc.",1833214
SAC,Safeguard Acquisition Corp.,2082844
SAC-UN,Safeguard Acquisition Corp.,2082844
SACH,Sachem Capital Corp.,1682220
SACH-PA,Sachem Capital Corp.,1682220
SAFE,Safehold Inc.,1095651
SAFT,SAFETY INSURANCE GROUP INC,1172052
SAFX,"XCF Global, Inc.",2019793
SAGGF,Sterling Metals Corp.,1727370
SAGT,SAGTEC GLOBAL Ltd,2029138
SAH,SONIC AUTOMOTIVE INC,1043509
SAIA,SAIA INC,1177702
SAIC,Science Applications International Corp,1571123
SAIH,SAIHEAT Ltd,1847075
SAIHW,SAIHEAT Ltd,1847075
SAIL,"SailPoint, Inc.",2030781
SAJ,SARATOGA INVESTMENT CORP.,1377936
SALM,"SALEM MEDIA GROUP, INC. /DE/",1050606
SAM,BOSTON BEER CO INC,949870
SAMG,Silvercrest Asset Management Group Inc.,1549966
SAML,"Samsara Luggage, Inc.",1530163
SAN,"Banco Santander, S.A.",891478
SANA,"Sana Biotechnology, Inc.",1770121
SAND,SANDSTORM GOLD LTD,1434614
SANG,Sangoma Technologies Corp,1753368
SANM,SANMINA CORP,897723
SANW,S&W Seed Co,1477246
SAP,SAP SE,1000184
SAPGF,SAP SE,1000184
SAPIF,Saputo Inc./ADR,2072563
SAPUY,Saputo Inc./ADR,2072563
SAR,SARATOGA INVESTMENT CORP.,1377936
SARO,"StandardAero, Inc.",2025410
SASOF,SASOL LTD,314590
SAT,SARATOGA INVESTMENT CORP.,1377936
SATA,"Strive, Inc.",1920406
SATL,Satellogic Inc.,1874315
SATLF,"Start Today Co., Ltd./ADR",1679920
SATLW,Satellogic Inc.,1874315
SATS,EchoStar CORP,1415404
SATT,SATIVUS TECH CORP.,1661600
SAVA,CASSAVA SCIENCES INC,1069530
SAXPF,Sampo OYJ,1436778
SAY,SARATOGA INVESTMENT CORP.,1377936
SAZ,SARATOGA INVESTMENT CORP.,1377936
SB,"SAFE BULKERS, INC.",1434754
SB-PC,"SAFE BULKERS, INC.",1434754
SB-PD,"SAFE BULKERS, INC.",1434754
SBAC,SBA COMMUNICATIONS CORP,1034054
SBAQ,Subversive Bitcoin Acquisition Corp.,2073545
SBBCF,Simply Better Brands Corp.,2024668
SBBTF,Vend Marketplaces ASA/ADR,1451561
SBC,SBC Medical Group Holdings Inc,1930313
SBCF,SEACOAST BANKING CORP OF FLORIDA,730708
SBCLY,Sumitomo Bakelite Co Limited/ADR,2087852
SBCWW,SBC Medical Group Holdings Inc,1930313
SBDS,"Solo Brands, Inc.",1870600
SBET,"SharpLink Gaming, Inc.",1981535
SBEV,"SPLASH BEVERAGE GROUP, INC.",1553788
SBEVW,"SPLASH BEVERAGE GROUP, INC.",1553788
SBFG,"SB FINANCIAL GROUP, INC.",767405
SBFM,Sunshine Biopharma Inc.,1402328
SBFMW,Sunshine Biopharma Inc.,1402328
SBGI,"Sinclair, Inc.",1971213
SBH,"Sally Beauty Holdings, Inc.",1368458
SBI,WESTERN ASSET INTERMEDIATE MUNI FUND INC.,882300
SBIG,"SpringBig Holdings, Inc.",1801602
SBIGW,"SpringBig Holdings, Inc.",1801602
SBKLF,Sumitomo Bakelite Co Limited/ADR,2087852
SBLK,Star Bulk Carriers Corp.,1386716
SBLX,"StableX Technologies, Inc.",1086745
SBMW,"Security Midwest Bancorp, Inc.",2036060
SBOEF,SBO AG/ADR,1578955
SBR,SABINE ROYALTY TRUST,710752
SBRA,"Sabra Health Care REIT, Inc.",1492298
SBS,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO-SABESP,1170858
SBSI,SOUTHSIDE BANCSHARES INC,705432
SBSW,Sibanye Stillwater Ltd,1786909
SBUX,STARBUCKS CORP,829224
SBXD,SilverBox Corp IV,2015947
SBXD-UN,SilverBox Corp IV,2015947
SBXD-WT,SilverBox Corp IV,2015947
SBXE,SilverBox Corp V,2081909
SBXE-UN,SilverBox Corp V,2081909
SBYSF,Sibanye Stillwater Ltd,1786909
SCAG,Scage Future,2000366
SCAGW,Scage Future,2000366
SCBXY,SCB X Public Co Ltd,2066600
SCCD,Sachem Capital Corp.,1682220
SCCE,Sachem Capital Corp.,1682220
SCCF,Sachem Capital Corp.,1682220
SCCG,Sachem Capital Corp.,1682220
SCCO,SOUTHERN COPPER CORP/,1001838
SCD,LMP CAPITAL & INCOME FUND INC.,1270131
SCDL,UBS AG,1114446
SCE-PG,SOUTHERN CALIFORNIA EDISON Co,92103
SCE-PK,SOUTHERN CALIFORNIA EDISON Co,92103
SCE-PL,SOUTHERN CALIFORNIA EDISON Co,92103
SCE-PM,SOUTHERN CALIFORNIA EDISON Co,92103
SCE-PN,SOUTHERN CALIFORNIA EDISON Co,92103
SCGX,SAXON CAPITAL GROUP INC,1277575
SCGY,"SCIENTIFIC ENERGY, INC",1276531
SCHL,SCHOLASTIC CORP,866729
SCHW,SCHWAB CHARLES CORP,316709
SCHW-PD,SCHWAB CHARLES CORP,316709
SCHW-PJ,SCHWAB CHARLES CORP,316709
SCI,SERVICE CORP INTERNATIONAL,89089
SCIA,"SCI Engineered Materials, Inc.",830616
SCII,SC II Acquisition Corp.,2076739
SCIIU,SC II Acquisition Corp.,2076739
SCKT,"SOCKET MOBILE, INC.",944075
SCL,STEPAN CO,94049
SCLX,Scilex Holding Co,1820190
SCLXW,Scilex Holding Co,1820190
SCM,Stellus Capital Investment Corp,1551901
SCND,SCIENTIFIC INDUSTRIES INC,87802
SCNI,Scinai Immunotherapeutics Ltd.,1611747
SCNX,"Scienture Holdings, Inc.",1382574
SCO,ProShares Trust II,1415311
SCOR,"COMSCORE, INC.",1158172
SCPQ,Social Commerce Partners Corp,2083143
SCPQU,Social Commerce Partners Corp,2083143
SCPX,"Scorpius Holdings, Inc.",1476963
SCRNY,"SCREEN Holdings Co., Ltd./ADR",1544379
SCSC,"SCANSOURCE, INC.",918965
SCSKF,SCSK Corporation/ADR,2063116
SCSXY,SCSK Corporation/ADR,2063116
SCTAY,Sectra AB/ADR,2032517
SCTH,"Securetech Innovations, Inc.",1703157
SCTSF,Scottie Resources Corp.,1790538
SCVL,SHOE CARNIVAL INC,895447
SCWO,374Water Inc.,933972
SCXBF,SCB X Public Co Ltd,2066600
SCYX,SCYNEXIS INC,1178253
SCYYF,SCANDIUM INTERNATIONAL MINING CORP.,1408146
SD,SANDRIDGE ENERGY INC,1349436
SDA,SunCar Technology Group Inc.,1936804
SDAWW,SunCar Technology Group Inc.,1936804
SDCH,"SideChannel, Inc.",1022505
SDGR,"Schrodinger, Inc.",1490978
SDHC,Smith Douglas Homes Corp.,1982518
SDHI,Siddhi Acquisition Corp (Cayman Islands),2034037
SDHIR,Siddhi Acquisition Corp (Cayman Islands),2034037
SDHIU,Siddhi Acquisition Corp (Cayman Islands),2034037
SDHY,PGIM Short Duration High Yield Opportunities Fund,1812923
SDM,Smart Digital Group Ltd,2014955
SDOT,Sadot Group Inc.,1701756
SDRL,Seadrill Ltd,1737706
SDST,Stardust Power Inc.,1831979
SDSTW,Stardust Power Inc.,1831979
SDSYA,SOUTH DAKOTA SOYBEAN PROCESSORS LLC,1163609
SE,Sea Ltd,1703399
SEAC,SEACHANGE INTERNATIONAL INC,1019671
SEAH,"Seahawk Recycling Holdings, Inc.",2075786
SEAL-PA,Seapeak LLC,1308106
SEAL-PB,Seapeak LLC,1308106
SEAT,Vivid Seats Inc.,1856031
SEATW,Vivid Seats Inc.,1856031
SEAV,SEATech Ventures Corp.,1763660
SEB,SEABOARD CORP /DE/,88121
SEDG,"SOLAREDGE TECHNOLOGIES, INC.",1419612
SEE,SEALED AIR CORP/DE,1012100
SEED,Origin Agritech LTD,1321851
SEER,"Seer, Inc.",1726445
SEG,Seaport Entertainment Group Inc.,2009684
SEGG,Lottery.com Inc.,1673481
SEI,"Solaris Energy Infrastructure, Inc.",1697500
SEIC,SEI INVESTMENTS CO,350894
SELF,"Global Self Storage, Inc.",1031235
SELX,Semilux International Ltd.,1990950
SEM,SELECT MEDICAL HOLDINGS CORP,1320414
SEMR,"SEMrush Holdings, Inc.",1831840
SENEA,Seneca Foods Corp,88948
SENEB,Seneca Foods Corp,88948
SENEL,Seneca Foods Corp,88948
SENEM,Seneca Foods Corp,88948
SENR,"Strategic Environmental & Energy Resources, Inc.",1576197
SENS,"Senseonics Holdings, Inc.",1616543
SEOVF,SERNOVA CORP.,1491434
SEPN,"Septerna, Inc.",1984086
SEPSF,Asep Medical Holdings Inc.,1969766
SER,"Serina Therapeutics, Inc.",1708599
SERA,"SERA PROGNOSTICS, INC.",1534969
SERPY,Top End Energy Ltd/ADR,2075349
SERV,Serve Robotics Inc. /DE/,1832483
SES,SES AI Corp,1819142
SES-WT,SES AI Corp,1819142
SETO,SETO HOLDINGS INC,794998
SEV,Aptera Motors Corp,1786471
SEVN,Seven Hills Realty Trust,1452477
SEZL,Sezzle Inc.,1662991
SF,STIFEL FINANCIAL CORP,720672
SF-PB,STIFEL FINANCIAL CORP,720672
SF-PC,STIFEL FINANCIAL CORP,720672
SF-PD,STIFEL FINANCIAL CORP,720672
SFB,STIFEL FINANCIAL CORP,720672
SFBC,"Sound Financial Bancorp, Inc.",1541119
SFBS,"ServisFirst Bancshares, Inc.",1430723
SFCO,Southern Financial Corp,1831523
SFD,SMITHFIELD FOODS INC,91388
SFDL,SECURITY FEDERAL CORP,818677
SFDMF,Shanghai Fudan Microelectronics Co Limited/ADR/,1493507
SFDMY,Shanghai Fudan Microelectronics Co Limited/ADR/,1493507
SFES,SAFEGUARD SCIENTIFICS INC,86115
SFGRF,Sony Financial Group Inc./ADR,2084022
SFGYY,Sony Financial Group Inc./ADR,2084022
SFHG,SAMFINE CREATION HOLDINGS GROUP Ltd,1926792
SFIX,"Stitch Fix, Inc.",1576942
SFL,SFL Corp Ltd.,1289877
SFM,"Sprouts Farmers Market, Inc.",1575515
SFNC,SIMMONS FIRST NATIONAL CORP,90498
SFRX,SEAFARER EXPLORATION CORP,1106213
SFST,SOUTHERN FIRST BANCSHARES INC,1090009
SFUNY,Fang Holdings Ltd,1294404
SFWJ,"Software Effective Solutions, Corp.",1919847
SFWL,SHENGFENG DEVELOPMENT Ltd,1863218
SG,"Sweetgreen, Inc.",1477815
SGA,SAGA COMMUNICATIONS INC,886136
SGBAF,SES S.A.,1347408
SGBX,SAFE & GREEN HOLDINGS CORP.,1023994
SGC,"SUPERIOR GROUP OF COMPANIES, INC.",95574
SGHC,Super Group (SGHC) Ltd,1878057
SGHT,"Sight Sciences, Inc.",1531177
SGI,SOMNIGROUP INTERNATIONAL INC.,1206264
SGIHY,"Sugi Holdings Co., Ltd./ADR",2027330
SGIOF,SHIONOGI & CO LTD,1281721
SGIPF,"Sugi Holdings Co., Ltd./ADR",2027330
SGLA,Sino Green Land Corp.,1433551
SGLY,Singularity Future Technology Ltd.,1422892
SGML,Sigma Lithium Corp,1848309
SGMO,"SANGAMO THERAPEUTICS, INC",1001233
SGMT,Sagimet Biosciences Inc.,1400118
SGN,"Signing Day Sports, Inc.",1898474
SGOL,abrdn Gold ETF Trust,1450923
SGPIY,"Seres Group Co., Ltd./ADR",2099326
SGRP,"SPAR Group, Inc.",1004989
SGRY,"Surgery Partners, Inc.",1638833
SGTM,"Sustainable Green Team, Ltd.",1895251
SGU,"STAR GROUP, L.P.",1002590
SHAK,Shake Shack Inc.,1620533
SHAZ,"SharonAI Holdings, Inc.",2068385
SHBI,SHORE BANCSHARES INC,1035092
SHC,Sotera Health Co,1822479
SHCO,Soho House & Co Inc.,1846510
SHEL,Shell plc,1306965
SHEN,SHENANDOAH TELECOMMUNICATIONS CO/VA/,354963
SHFS,"SHF Holdings, Inc.",1854963
SHFSW,"SHF Holdings, Inc.",1854963
SHG,SHINHAN FINANCIAL GROUP CO LTD,1263043
SHGI,"Sparx Holdings Group, Inc.",1874138
